,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other
portal_1744,1.00,0.00,0.00,0.07,0.00,5.96,0.00,1.87,0.00,0.88,0.22
portal_1745,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1746,0.05,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.00,0.00
portal_1747,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1748,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1749,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1750,0.03,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.00
portal_1751,0.00,0.00,0.00,0.00,0.00,9.05,0.00,0.37,0.00,0.53,0.04
portal_1752,0.62,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,0.00
portal_1753,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1754,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1755,0.15,0.00,0.00,0.00,0.00,9.84,0.00,0.00,0.00,0.00,0.01
portal_1756,0.01,0.00,0.00,0.00,0.00,9.46,0.00,0.03,0.00,0.23,0.27
portal_1757,0.49,0.00,0.00,0.00,0.00,9.22,0.00,0.00,0.00,0.27,0.01
portal_1758,0.15,0.00,0.00,0.00,0.00,8.20,0.00,0.65,0.00,0.75,0.24
portal_1759,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1760,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1761,0.04,0.00,0.00,0.00,0.00,9.05,0.00,0.90,0.00,0.00,0.01
portal_1762,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_1763,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1764,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.01,0.01
portal_1765,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1766,0.30,0.00,0.00,0.00,0.00,8.06,0.00,0.62,0.00,0.83,0.18
portal_1767,0.00,0.00,0.00,0.00,0.00,9.17,0.00,0.05,0.00,0.40,0.38
portal_1768,0.20,0.00,0.00,0.00,0.00,8.03,0.00,0.81,0.00,0.69,0.27
portal_1769,0.00,0.00,0.00,0.00,0.00,9.70,0.00,0.01,0.00,0.17,0.13
portal_1770,0.36,0.00,0.00,0.00,0.00,8.16,0.00,0.49,0.00,0.70,0.29
portal_1771,0.15,0.00,0.00,0.00,0.00,8.63,0.00,0.23,0.00,0.77,0.21
portal_1772,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.02,0.00,0.00,0.00
portal_1773,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1774,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1775,0.01,0.00,0.00,0.00,0.00,9.96,0.00,0.00,0.00,0.01,0.02
portal_1776,0.02,0.00,0.00,0.00,0.00,9.93,0.00,0.00,0.00,0.01,0.04
portal_1777,0.01,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.02,0.03
portal_1778,0.04,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.00,0.00
portal_1779,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.01
portal_1780,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1781,0.01,0.00,0.00,0.00,0.00,9.31,0.00,0.00,0.00,0.66,0.02
portal_1782,0.93,0.00,0.00,0.33,0.00,8.64,0.00,0.00,0.00,0.00,0.09
portal_1783,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1784,0.01,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.02,0.07
portal_1785,0.10,0.00,0.00,0.00,0.00,9.89,0.00,0.00,0.00,0.01,0.00
portal_1786,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1787,3.70,0.00,0.00,0.00,0.00,4.99,0.00,0.51,0.00,0.23,0.57
portal_1788,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1789,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1790,1.30,0.00,0.00,0.00,0.00,7.15,0.00,1.35,0.00,0.01,0.19
portal_1791,0.01,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_1792,0.05,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.02,0.01
portal_1793,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1794,0.02,0.00,0.00,0.00,0.00,9.42,0.00,0.00,0.00,0.13,0.43
portal_1795,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1796,0.11,0.00,0.00,0.00,0.03,8.71,0.00,0.98,0.00,0.08,0.08
portal_1797,0.57,0.00,0.00,0.00,0.00,9.43,0.00,0.00,0.00,0.00,0.00
portal_1798,0.38,0.00,0.00,0.00,0.00,9.61,0.00,0.00,0.00,0.00,0.00
portal_1799,0.59,0.00,0.00,0.00,0.00,9.39,0.00,0.01,0.00,0.00,0.01
portal_1800,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.01,0.00
portal_1801,0.00,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.02,0.00
portal_1802,2.22,0.00,0.00,0.00,0.00,5.79,0.00,1.11,0.00,0.42,0.46
portal_1803,0.02,0.00,0.00,0.00,0.00,9.60,0.00,0.00,0.00,0.07,0.31
portal_1804,0.01,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.01,0.07
portal_1805,0.01,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.01,0.03
portal_1806,0.08,0.00,0.00,0.00,0.00,9.87,0.00,0.01,0.00,0.01,0.04
portal_1807,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1808,0.84,0.00,0.00,0.75,0.00,8.24,0.00,0.00,0.00,0.02,0.15
portal_1809,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1810,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1811,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1812,0.36,0.00,0.00,0.00,0.00,9.57,0.00,0.00,0.00,0.07,0.00
portal_1813,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1814,0.75,0.00,0.00,0.00,0.02,6.98,0.00,1.21,0.00,0.50,0.54
portal_1815,0.01,0.00,0.00,0.00,0.00,9.86,0.00,0.00,0.00,0.04,0.09
portal_1816,0.01,0.00,0.00,0.00,0.00,9.87,0.00,0.00,0.00,0.07,0.06
portal_1817,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.01
portal_1818,1.46,0.00,0.00,0.00,0.00,6.74,0.00,0.73,0.00,0.38,0.69
portal_1819,2.77,0.00,0.00,0.00,0.00,6.20,0.00,1.00,0.00,0.01,0.02
portal_1820,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1821,0.00,0.00,0.00,0.00,0.00,9.92,0.00,0.07,0.00,0.00,0.01
portal_1822,0.01,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.04,0.00
portal_1823,0.14,0.00,0.00,0.00,0.00,9.86,0.00,0.00,0.00,0.00,0.00
portal_1824,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.01
portal_1825,0.73,0.00,0.00,0.00,0.01,7.31,0.00,0.93,0.00,0.54,0.48
portal_1826,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1827,0.00,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.05,0.02
portal_1828,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1829,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1830,0.00,0.00,0.00,0.00,0.00,9.67,0.00,0.00,0.00,0.27,0.06
portal_1831,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1832,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1833,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_1834,0.24,0.00,0.00,0.00,0.00,9.53,0.00,0.21,0.00,0.00,0.02
portal_1835,0.01,0.00,0.00,0.00,0.00,9.96,0.00,0.01,0.00,0.00,0.03
portal_1836,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1837,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1838,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1839,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1840,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1841,0.10,0.00,0.00,0.01,0.00,8.74,0.00,1.14,0.00,0.00,0.01
portal_1842,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1843,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1844,0.00,0.00,0.00,0.00,0.00,9.85,0.00,0.00,0.00,0.02,0.14
portal_1845,0.01,0.00,0.00,0.00,0.00,9.33,0.00,0.65,0.00,0.00,0.01
portal_1846,1.35,0.00,0.00,0.00,0.00,8.62,0.00,0.01,0.00,0.00,0.01
portal_1847,3.44,0.00,0.00,0.12,0.01,4.60,0.01,1.57,0.00,0.03,0.21
portal_1848,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.02
portal_1849,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1850,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1851,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1852,0.05,0.00,0.00,0.00,0.00,9.72,0.00,0.23,0.00,0.00,0.00
portal_1853,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1854,0.16,0.00,0.00,0.00,0.00,9.79,0.00,0.00,0.00,0.02,0.03
portal_1855,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1856,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.01,0.01
portal_1857,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_1858,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1859,1.39,0.00,0.00,0.00,0.00,8.03,0.00,0.07,0.00,0.08,0.43
portal_1860,0.02,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.01,0.00
portal_1861,0.28,0.00,0.00,0.00,0.00,9.58,0.00,0.00,0.00,0.09,0.05
portal_1862,0.01,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.01
portal_1863,0.01,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.01
portal_1864,0.06,0.00,0.00,0.00,0.00,9.93,0.00,0.00,0.00,0.01,0.01
portal_1865,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.01
portal_1866,0.00,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1867,0.07,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.01,0.00
portal_1868,0.02,0.00,0.00,0.00,0.00,9.96,0.00,0.00,0.00,0.02,0.00
portal_1869,0.01,0.00,0.00,0.00,0.00,9.96,0.00,0.00,0.00,0.03,0.01
portal_1870,1.39,0.00,0.00,0.00,0.00,8.51,0.00,0.02,0.00,0.02,0.06
portal_1871,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.01,0.00,0.00,0.01
portal_1872,0.01,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.01,0.00
portal_1873,0.69,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,0.00,0.00
portal_1874,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.01,0.00,0.00,0.00
portal_1875,1.23,0.00,0.00,0.03,0.07,5.90,0.02,1.72,0.00,0.04,0.99
portal_1876,0.95,0.00,0.00,0.00,0.09,6.14,0.00,1.88,0.00,0.84,0.11
portal_1877,0.22,0.00,0.00,0.00,0.00,9.76,0.00,0.00,0.00,0.01,0.01
portal_1878,0.04,0.00,0.00,0.00,0.00,9.75,0.00,0.21,0.00,0.00,0.00
portal_1879,0.04,0.00,0.00,0.00,0.00,9.70,0.00,0.01,0.00,0.07,0.18
portal_1880,0.05,0.00,0.00,0.00,0.00,9.80,0.00,0.00,0.00,0.02,0.13
portal_1881,0.01,0.00,0.00,0.00,0.00,9.93,0.00,0.00,0.00,0.02,0.05
portal_1882,0.01,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.01,0.05
portal_1883,0.17,0.00,0.00,0.00,0.00,9.64,0.00,0.00,0.00,0.01,0.18
portal_1884,0.04,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.00,0.04
portal_1885,0.05,0.00,0.00,0.00,0.00,9.89,0.00,0.01,0.00,0.01,0.04
portal_1886,0.02,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.01,0.05
portal_1887,0.01,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.01,0.03
portal_1888,0.03,0.00,0.00,0.00,0.00,9.61,0.00,0.00,0.00,0.06,0.30
portal_1889,0.02,0.00,0.00,0.00,0.00,9.75,0.00,0.00,0.00,0.06,0.17
portal_1890,0.01,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.01,0.03
portal_1891,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.01
portal_1892,0.04,0.00,0.00,0.00,0.00,9.56,0.00,0.00,0.00,0.07,0.33
portal_1893,0.04,0.00,0.00,0.00,0.00,9.96,0.00,0.00,0.00,0.00,0.00
portal_1894,0.09,0.00,0.00,0.00,0.00,9.82,0.00,0.00,0.00,0.01,0.08
portal_1895,1.11,0.00,0.00,0.60,0.14,3.93,0.03,3.22,0.00,0.10,0.86
portal_1896,0.00,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.01,0.09
portal_1897,0.00,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.01,0.02
portal_1898,0.00,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.00,0.05
portal_1899,0.00,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.02,0.01
portal_1900,0.00,0.00,0.00,0.00,0.00,9.88,0.00,0.00,0.00,0.05,0.06
portal_1901,0.30,0.00,0.00,0.00,0.00,9.20,0.00,0.49,0.00,0.00,0.00
portal_1902,0.36,0.00,0.00,0.00,0.02,8.06,0.00,0.62,0.00,0.27,0.67
portal_1903,0.17,0.00,0.00,0.00,0.01,7.85,0.00,0.98,0.00,0.51,0.48
portal_1904,0.26,0.00,0.00,0.00,0.00,7.00,0.00,2.02,0.00,0.41,0.31
portal_1905,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.02,0.00
portal_1906,7.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06
portal_1907,0.00,0.00,0.00,0.00,0.00,9.96,0.00,0.00,0.00,0.04,0.00
portal_1908,0.00,0.00,0.00,0.01,0.00,9.97,0.00,0.00,0.00,0.01,0.01
portal_1909,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1910,0.00,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.06,0.02
portal_1911,0.00,0.00,0.00,0.00,0.00,9.81,0.00,0.00,0.00,0.11,0.07
portal_1912,0.06,0.00,0.00,0.03,0.00,9.56,0.00,0.00,0.00,0.19,0.16
portal_1913,0.00,0.00,0.00,0.00,0.00,9.86,0.00,0.00,0.00,0.10,0.04
portal_1914,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.02,0.00
portal_1915,0.01,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.02,0.01
portal_1916,0.00,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.05,0.04
portal_1917,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_1918,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_1919,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_1920,2.22,0.00,1.96,0.00,0.01,4.01,0.01,0.68,0.00,0.40,0.71
portal_1921,3.32,0.00,0.00,0.00,0.00,6.58,0.00,0.00,0.00,0.00,0.09
portal_1922,1.93,0.00,0.34,0.00,0.02,5.84,0.05,1.05,0.00,0.33,0.43
portal_1923,1.99,0.00,0.02,0.08,0.10,4.30,0.41,0.10,0.01,0.21,2.78
portal_1924,3.91,0.00,0.00,0.00,0.01,5.87,0.01,0.00,0.00,0.01,0.20
portal_1925,2.27,0.00,0.00,0.22,0.00,5.46,0.00,0.00,0.00,0.07,1.98
portal_1926,1.86,0.00,0.00,0.02,0.02,5.77,0.00,0.00,0.00,0.03,2.30
portal_1927,5.82,0.00,0.00,0.00,0.05,2.93,0.00,0.00,0.00,0.01,1.18
portal_1928,0.04,0.00,0.00,0.00,0.00,6.37,0.00,0.00,0.00,0.01,3.58
portal_1929,2.38,0.00,0.11,0.00,0.04,1.62,0.05,0.02,0.00,0.04,5.74
portal_1930,0.16,0.00,0.00,0.00,0.00,9.45,0.00,0.00,0.00,0.01,0.38
portal_1931,7.46,0.00,0.00,0.00,0.00,0.70,0.01,0.00,0.00,0.01,1.81
portal_1932,0.82,0.00,0.00,0.00,0.01,8.47,0.00,0.00,0.00,0.01,0.69
portal_1933,0.17,0.00,0.00,0.00,0.01,9.10,0.00,0.00,0.00,0.01,0.71
portal_1934,1.06,0.00,0.00,0.01,0.58,6.61,0.10,1.08,0.00,0.22,0.34
portal_1935,1.57,0.00,0.00,0.00,0.01,6.06,0.01,0.39,0.00,0.94,1.03
portal_1936,2.68,0.00,0.00,0.00,0.00,6.56,0.01,0.00,0.00,0.25,0.50
portal_1937,0.36,0.00,0.00,0.01,0.02,0.00,0.04,0.00,0.00,0.03,9.53
portal_1938,0.35,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.05,9.53
portal_1939,0.02,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,2.52,7.41
portal_1940,0.21,0.00,0.00,0.00,0.04,0.00,0.11,0.00,0.01,1.59,8.03
portal_1941,0.35,0.00,0.00,0.01,0.02,0.00,0.07,0.00,0.00,0.09,9.45
portal_1942,0.07,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.01,0.86,8.98
portal_1943,0.36,0.00,0.00,0.03,0.02,0.00,0.04,0.00,0.00,0.03,9.50
portal_1944,0.60,0.01,0.00,0.04,0.04,0.01,0.11,0.00,0.00,0.06,9.14
portal_1945,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.22,9.73
portal_1946,0.47,0.00,0.00,0.03,0.03,0.00,0.06,0.00,0.00,0.04,9.36
portal_1947,0.26,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.04,9.66
portal_1948,0.11,0.00,0.00,0.00,0.03,0.00,0.07,0.00,0.01,1.33,8.45
portal_1949,0.31,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.07,9.55
portal_1950,0.02,0.01,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.22,9.69
portal_1951,0.26,0.02,0.00,0.00,0.01,0.01,0.06,0.00,0.00,2.10,7.53
portal_1952,1.30,0.00,0.00,0.01,0.02,0.00,0.04,0.00,0.00,0.09,8.53
portal_1953,0.05,0.01,0.00,0.00,0.02,0.00,0.09,0.00,0.01,1.04,8.77
portal_1954,0.19,0.01,0.00,0.00,0.05,0.00,0.14,0.00,0.01,1.70,7.90
portal_1955,0.36,0.00,0.00,0.02,0.02,0.00,0.04,0.00,0.00,0.06,9.49
portal_1956,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.09,9.86
portal_1957,0.09,0.01,0.00,0.00,0.02,0.00,0.07,0.00,0.01,0.89,8.91
portal_1958,0.34,0.01,0.00,0.00,0.04,0.01,0.14,0.00,0.01,2.81,6.63
portal_1959,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.09,9.87
portal_1960,0.48,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.06,9.38
portal_1961,0.19,0.01,0.00,0.00,0.03,0.01,0.14,0.00,0.01,1.40,8.20
portal_1962,0.11,0.01,0.00,0.00,0.02,0.00,0.09,0.00,0.00,1.20,8.56
portal_1963,0.04,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.08,9.84
portal_1964,0.01,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.24,9.72
portal_1965,0.02,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,1.33,8.61
portal_1966,0.08,0.00,0.00,0.00,0.01,0.00,0.05,0.00,0.00,1.04,8.81
portal_1967,0.05,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,4.13,5.77
portal_1968,0.14,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.16,9.68
portal_1969,0.59,0.00,0.00,0.02,0.03,0.00,0.05,0.00,0.00,0.06,9.25
portal_1970,0.04,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,4.24,5.69
portal_1971,0.13,0.00,0.00,0.01,0.02,0.00,0.04,0.00,0.00,0.05,9.74
portal_1972,0.78,0.00,0.00,0.09,0.07,0.02,0.12,0.00,0.00,0.19,8.72
portal_1973,0.09,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.00,0.88,8.93
portal_1974,0.30,0.00,0.00,0.03,0.03,0.00,0.06,0.00,0.00,0.03,9.53
portal_1975,0.43,0.00,0.00,0.01,0.02,0.00,0.06,0.00,0.00,0.06,9.40
portal_1976,0.87,0.00,0.00,0.02,0.02,0.01,0.08,0.00,0.00,0.08,8.91
portal_1977,0.50,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.04,9.36
portal_1978,0.10,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.00,1.12,8.67
portal_1979,0.50,0.00,0.00,0.03,0.03,0.00,0.06,0.00,0.00,0.07,9.31
portal_1980,0.35,0.01,0.00,0.00,0.02,0.00,0.19,0.00,0.01,1.49,7.93
portal_1981,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.11,9.83
portal_1982,0.08,0.01,0.00,0.00,0.03,0.00,0.07,0.00,0.01,1.20,8.61
portal_1983,0.03,0.01,0.00,0.00,0.02,0.00,0.04,0.00,0.00,1.60,8.29
portal_1984,0.09,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.74,9.05
portal_1985,0.11,0.00,0.00,0.00,0.01,0.00,0.06,0.00,0.00,5.33,4.48
portal_1986,0.12,0.00,0.00,0.00,0.01,0.00,0.11,0.00,0.00,0.61,9.14
portal_1987,0.43,0.00,0.00,0.04,0.04,0.01,0.09,0.00,0.00,0.04,9.35
portal_1988,0.40,0.00,0.00,0.01,0.02,0.00,0.06,0.00,0.00,0.06,9.44
portal_1989,0.42,0.00,0.00,0.05,0.04,0.01,0.09,0.00,0.00,0.18,9.21
portal_1990,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.09,9.84
portal_1991,0.01,0.01,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.24,9.71
portal_1992,0.44,0.00,0.00,0.00,0.03,0.00,0.17,0.00,0.00,0.95,8.40
portal_1993,0.13,0.00,0.00,0.00,0.03,0.00,0.09,0.00,0.00,0.93,8.81
portal_1994,0.05,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,3.59,6.34
portal_1995,0.13,0.01,0.00,0.00,0.03,0.00,0.09,0.00,0.01,1.38,8.35
portal_1996,0.35,0.00,0.00,0.02,0.02,0.00,0.04,0.00,0.00,0.06,9.50
portal_1997,0.62,0.01,0.00,0.05,0.04,0.01,0.11,0.00,0.00,0.04,9.12
portal_1998,0.74,0.00,0.00,0.01,0.02,0.00,0.13,0.00,0.00,0.16,8.94
portal_1999,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.10,9.84
portal_2000,0.12,0.00,0.00,0.00,0.02,0.00,0.13,0.00,0.00,1.00,8.71
portal_2001,0.03,0.01,0.00,0.00,0.02,0.00,0.05,0.00,0.00,0.81,9.07
portal_2002,0.74,0.01,0.00,0.04,0.03,0.00,0.07,0.00,0.00,0.03,9.07
portal_2003,0.35,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.04,9.52
portal_2004,0.22,0.01,0.00,0.00,0.03,0.01,0.12,0.00,0.00,1.42,8.18
portal_2005,0.22,0.00,0.00,0.00,0.01,0.00,0.09,0.00,0.00,0.42,9.25
portal_2006,0.43,0.00,0.00,0.05,0.04,0.01,0.07,0.00,0.00,0.04,9.35
portal_2007,0.53,0.01,0.00,0.03,0.03,0.01,0.08,0.00,0.00,0.08,9.23
portal_2008,0.03,0.01,0.00,0.00,0.02,0.00,0.03,0.00,0.00,1.65,8.25
portal_2009,0.46,0.00,0.00,0.02,0.02,0.01,0.07,0.00,0.00,0.06,9.36
portal_2010,0.33,0.00,0.00,0.00,0.03,0.00,0.14,0.00,0.00,1.78,7.72
portal_2011,0.13,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.03,9.80
portal_2012,0.27,0.01,0.00,0.03,0.04,0.00,0.06,0.00,0.00,0.02,9.56
portal_2013,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.20,8.77
portal_2014,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,2.48,7.48
portal_2015,0.05,0.01,0.00,0.00,0.03,0.01,0.01,0.00,0.00,4.45,5.45
portal_2016,0.07,0.01,0.00,0.00,0.03,0.00,0.07,0.00,0.01,0.85,8.96
portal_2017,0.12,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,4.59,5.25
portal_2018,0.08,0.01,0.00,0.00,0.05,0.01,0.02,0.00,0.00,3.83,6.00
portal_2019,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.11,9.84
portal_2020,0.05,0.01,0.00,0.00,0.04,0.01,0.01,0.00,0.00,3.81,6.08
portal_2021,0.71,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.00,0.06,9.17
